"animal_id","name","datetime","monthyear","date_of_birth","outcome_type","outcome_subtype","animal_type","sex_upon_outcome","age_upon_outcome","breed","color"
"A826745",,"2020-12-14T13:30:00.000","2020-12-14T13:30:00.000","2018-12-05T00:00:00.000","Transfer","Partner","Cat","Neutered Male","2 years","Domestic Shorthair","Blue"
"A813064","Baby Boy","2020-12-14T13:30:00.000","2020-12-14T13:30:00.000","2019-02-03T00:00:00.000","Return to Owner",,"Dog","Neutered Male","1 year","Chihuahua Shorthair","Black/White"
"A826946","Lennon","2020-12-14T12:54:00.000","2020-12-14T12:54:00.000","2019-12-09T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Dachshund Mix","Blue/Brown"
"A826620","Nola","2020-12-14T12:45:00.000","2020-12-14T12:45:00.000","2020-05-02T00:00:00.000","Return to Owner",,"Dog","Intact Female","7 months","Siberian Husky","Black"
"A826938",,"2020-12-14T12:31:00.000","2020-12-14T12:31:00.000","2020-11-09T00:00:00.000","Transfer","Partner","Cat","Intact Female","5 weeks","Manx Mix","Tortie"
"A825689","*Wally","2020-12-14T12:23:00.000","2020-12-14T12:23:00.000","2019-11-09T00:00:00.000","Transfer","Partner","Cat","Spayed Female","1 year","Siamese","Lilac Point"
"A826985",,"2020-12-14T12:22:00.000","2020-12-14T12:22:00.000","2019-12-10T00:00:00.000","Transfer","Partner","Cat","Intact Female","1 year","Domestic Shorthair","Blue/White"
"A826637",,"2020-12-14T12:21:00.000","2020-12-14T12:21:00.000","2020-04-02T00:00:00.000","Transfer","Partner","Cat","Neutered Male","8 months","Domestic Shorthair","Orange Tabby"
"A827098","Roscoe","2020-12-14T12:14:00.000","2020-12-14T12:14:00.000","2018-12-13T00:00:00.000","Return to Owner",,"Dog","Intact Male","2 years","English Bulldog","Black/White"
"A826949",,"2020-12-14T11:33:00.000","2020-12-14T11:33:00.000","2019-12-09T00:00:00.000","Transfer","Partner","Dog","Intact Male","1 year","Miniature Poodle Mix","White"
"A826888",,"2020-12-14T11:06:00.000","2020-12-14T11:06:00.000","2020-07-08T00:00:00.000","Transfer","Partner","Dog","Intact Female","5 months","German Shepherd Mix","Brown/Black"
"A826765","Poundcake","2020-12-14T07:37:00.000","2020-12-14T07:37:00.000","2012-12-05T00:00:00.000","Euthanasia","Rabies Risk","Dog","Intact Male","8 years","Labrador Retriever Mix","Black"
"A826321","*Sammy","2020-12-13T18:30:00.000","2020-12-13T18:30:00.000","2019-05-24T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","German Shepherd","Brown/Black"
"A825351","*Clementine","2020-12-13T16:38:00.000","2020-12-13T16:38:00.000","2020-06-02T00:00:00.000","Adoption",,"Cat","Spayed Female","6 months","Domestic Shorthair","Orange Tabby/White"
"A823686","Athena","2020-12-13T16:00:00.000","2020-12-13T16:00:00.000","2018-09-28T00:00:00.000","Adoption",,"Cat","Spayed Female","2 years","Domestic Shorthair","Blue Tabby"
"A823984","*Chucho","2020-12-13T15:45:00.000","2020-12-13T15:45:00.000","2017-10-03T00:00:00.000","Adoption",,"Dog","Neutered Male","3 years","German Shepherd","Buff"
"A827051",,"2020-12-13T15:35:00.000","2020-12-13T15:35:00.000","2020-09-26T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Longhair","Brown Tabby"
"A826965","Diesel","2020-12-13T15:12:00.000","2020-12-13T15:12:00.000","2017-02-10T00:00:00.000","Return to Owner",,"Dog","Neutered Male","3 years","Great Dane","Fawn/White"
"A826363","*Pinky","2020-12-13T14:50:00.000","2020-12-13T14:50:00.000","2018-11-25T00:00:00.000","Adoption",,"Cat","Spayed Female","2 years","Domestic Shorthair","Tortie"
"A824767","Cali","2020-12-13T14:26:00.000","2020-12-13T14:26:00.000","2015-10-20T00:00:00.000","Adoption",,"Cat","Spayed Female","5 years","Domestic Shorthair","Calico"
"A824455","Kumere","2020-12-13T14:07:00.000","2020-12-13T14:07:00.000","2010-10-14T00:00:00.000","Adoption",,"Cat","Neutered Male","10 years","Domestic Shorthair","Brown Tabby"
"A823678","*Henri","2020-12-13T13:01:00.000","2020-12-13T13:01:00.000","2020-07-21T00:00:00.000","Adoption",,"Cat","Neutered Male","4 months","Domestic Shorthair","Orange Tabby"
"A827083",,"2020-12-13T12:39:00.000","2020-12-13T12:39:00.000","2020-08-13T00:00:00.000","Transfer","Partner","Dog","Intact Male","4 months","Golden Retriever","White"
"A827086",,"2020-12-13T12:39:00.000","2020-12-13T12:39:00.000","2020-10-13T00:00:00.000","Transfer","Partner","Dog","Intact Female","1 month","Rottweiler","Black/Brown"
"A825655","*Binky","2020-12-13T12:34:00.000","2020-12-13T12:34:00.000","2020-07-08T00:00:00.000","Adoption",,"Cat","Neutered Male","5 months","Domestic Shorthair","Brown Tabby"
"A809249","Buddy","2020-12-13T11:07:00.000","2020-12-13T11:07:00.000","2016-05-21T00:00:00.000","Return to Owner",,"Dog","Intact Male","4 years","Pit Bull","Chocolate"
"A827085",,"2020-12-13T09:55:00.000","2020-12-13T09:55:00.000","2018-12-12T00:00:00.000","Euthanasia","At Vet","Dog","Unknown","2 years","Pointer","White/Black"
"A826923",,"2020-12-13T00:00:00.000","2020-12-13T00:00:00.000","2017-12-09T00:00:00.000","Transfer","Partner","Dog","Intact Male","3 years","German Shepherd Mix","Tan"
"A823679",,"2020-12-12T17:46:00.000","2020-12-12T17:46:00.000","2020-07-21T00:00:00.000","Adoption",,"Cat","Spayed Female","4 months","Domestic Shorthair","Torbie"
"A826644","Smudge","2020-12-12T17:25:00.000","2020-12-12T17:25:00.000","2017-12-02T00:00:00.000","Adoption",,"Cat","Spayed Female","3 years","Domestic Shorthair","Blue/White"
"A826013","*Sweet Potato","2020-12-12T17:05:00.000","2020-12-12T17:05:00.000","2018-11-17T00:00:00.000","Adoption",,"Other","Intact Male","2 years","Rabbit Sh","Brown"
"A827076","Muffin","2020-12-12T17:03:00.000","2020-12-12T17:03:00.000","2005-12-12T00:00:00.000","Return to Owner",,"Cat","Neutered Male","15 years","Domestic Shorthair","Brown Tabby/White"
"A826702",,"2020-12-12T16:13:00.000","2020-12-12T16:13:00.000","2020-09-07T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair","Orange Tabby/White"
"A822885","Scrappy","2020-12-12T16:10:00.000","2020-12-12T16:10:00.000","2014-09-11T00:00:00.000","Euthanasia","Court/Investigation","Dog","Neutered Male","6 years","Pit Bull","Blue/White"
"A825971","Mia","2020-12-12T15:57:00.000","2020-12-12T15:57:00.000","2018-11-16T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Pit Bull","Brown/White"
"A678068","*Chester","2020-12-12T15:44:00.000","2020-12-12T15:44:00.000","2012-05-03T00:00:00.000","Adoption",,"Dog","Neutered Male","8 years","Cairn Terrier Mix","Brown"
"A824451","*Mr. President","2020-12-12T15:16:00.000","2020-12-12T15:16:00.000","2020-09-14T00:00:00.000","Adoption","Foster","Cat","Neutered Male","2 months","Domestic Shorthair Mix","Black"
"A825067","*Hank","2020-12-12T14:32:00.000","2020-12-12T14:32:00.000","2008-02-27T00:00:00.000","Adoption",,"Cat","Neutered Male","12 years","Domestic Shorthair","Orange Tabby/White"
"A826882",,"2020-12-12T14:17:00.000","2020-12-12T14:17:00.000","2018-12-08T00:00:00.000","Adoption",,"Cat","Spayed Female","2 years","Maine Coon","Brown Tabby"
"A818203","*Honeydew","2020-12-12T14:02:00.000","2020-12-12T14:02:00.000","2018-06-03T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Pit Bull","Brown Brindle/White"
"A825680",,"2020-12-12T13:17:00.000","2020-12-12T13:17:00.000","2020-09-24T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Shorthair Mix","Black"
"A825679",,"2020-12-12T13:10:00.000","2020-12-12T13:10:00.000","2020-09-24T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Medium Hair Mix","Black Smoke"
"A825678",,"2020-12-12T13:04:00.000","2020-12-12T13:04:00.000","2020-09-24T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Medium Hair Mix","Black Smoke"
"A826354","*Kiko","2020-12-12T12:43:00.000","2020-12-12T12:43:00.000","2020-04-25T00:00:00.000","Adoption",,"Dog","Neutered Male","7 months","Treeing Walker Coonhound Mix","Tricolor"
"A826818","Clyde","2020-12-12T12:05:00.000","2020-12-12T12:05:00.000","2020-05-07T00:00:00.000","Adoption",,"Dog","Neutered Male","7 months","Beagle Mix","Brown/White"
"A826994","Oreo","2020-12-12T11:42:00.000","2020-12-12T11:42:00.000","2019-12-10T00:00:00.000","Return to Owner",,"Dog","Intact Male","1 year","Chihuahua Shorthair","Black"
"A826895",,"2020-12-12T11:01:00.000","2020-12-12T11:01:00.000","2020-10-05T00:00:00.000","Died","In Kennel","Cat","Intact Female","2 months","Domestic Shorthair","Calico"
"A826414",,"2020-12-12T10:41:00.000","2020-12-12T10:41:00.000","2018-11-27T00:00:00.000","Transfer","Snr","Cat","Spayed Female","2 years","Domestic Shorthair","Black"
"A827065",,"2020-12-12T08:46:00.000","2020-12-12T08:46:00.000","2018-12-11T00:00:00.000","Disposal",,"Dog","Intact Male","2 years","Pit Bull","Gray/White"
"A825170","*Pinky","2020-12-11T18:30:00.000","2020-12-11T18:30:00.000","2018-10-29T00:00:00.000","Adoption",,"Cat","Neutered Male","2 years","Siamese Mix","Blue Point"
"A826828",,"2020-12-11T18:09:00.000","2020-12-11T18:09:00.000","2020-11-07T00:00:00.000","Died","In Kennel","Dog","Intact Male","4 weeks","Chihuahua Shorthair Mix","Black/Tan"
"A822545","*Saskia","2020-12-11T18:05:00.000","2020-12-11T18:05:00.000","2020-07-30T00:00:00.000","Adoption",,"Cat","Spayed Female","4 months","Domestic Shorthair","Brown Tabby/White"
"A826817","Bonnie","2020-12-11T18:02:00.000","2020-12-11T18:02:00.000","2020-05-07T00:00:00.000","Adoption",,"Dog","Spayed Female","7 months","Beagle Mix","Brown/White"
"A826753","Tyson","2020-12-11T17:46:00.000","2020-12-11T17:46:00.000","2020-06-05T00:00:00.000","Adoption",,"Dog","Neutered Male","6 months","Pit Bull","Brown Brindle/White"
"A826820",,"2020-12-11T17:40:00.000","2020-12-11T17:40:00.000","2018-12-07T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Chihuahua Shorthair","Red/White"
"A826180","Titus","2020-12-11T16:58:00.000","2020-12-11T16:58:00.000","2017-11-21T00:00:00.000","Transfer","Partner","Dog","Neutered Male","3 years","Australian Shepherd Mix","Black/Tricolor"
"A826786",,"2020-12-11T16:43:00.000","2020-12-11T16:43:00.000","2020-07-06T00:00:00.000","Transfer","Partner","Dog","Spayed Female","5 months","Labrador Retriever","Black/Black"
"A826811",,"2020-12-11T16:36:00.000","2020-12-11T16:36:00.000","2018-12-07T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Chihuahua Shorthair","Black/Tan"
"A826861",,"2020-12-11T16:21:00.000","2020-12-11T16:21:00.000","2018-12-07T00:00:00.000","Transfer","Partner","Dog","Neutered Male","2 years","Chihuahua Shorthair","White/Tan"
